0.012349,0.012561,0.01228,0.011582,0.01165,0.011443,0.011713,0.012261,0.012,0.011141,0.010092,0.0092449,0.0086755,0.0080173,0.0072612,0.0062303,0.0061524,0.006153,0.0063715,0.0063514,0.0065999,0.0065383,0.0065195,0.0059597
-0.011039,-0.022626,-0.029229,-0.035885,-0.050083,-0.060227,-0.072368,-0.086516,-0.079514,-0.074988,-0.070259,-0.065019,-0.060725,-0.056346,-0.051275,-0.047362,-0.043705,-0.041855,-0.036991,-0.035999,-0.033196,-0.029569,-0.027627,-0.021288
-0.0057948,-0.00086281,-0.0012374,0.00026963,0.0023513,0.0051468,0.0058301,0.0078151,0.0077777,0.0078819,0.0077014,0.0074398,0.0064143,0.0063407,0.0055603,0.0050211,0.0042979,0.0037495,0.0029299,0.0023598,0.0020689,0.0019863,0.0017491,0.0014545
0.0077377,0.0010788,-0.0102,-0.014098,-0.021364,-0.028994,-0.024898,-0.019398,-0.0021205,0.012968,0.020698,0.022394,0.021921,0.026502,0.027959,0.029482,0.031006,0.032175,0.031332,0.029407,0.030123,0.027006,0.023312,0.01666
0.90537,0.9058,0.90455,0.90294,0.90144,0.89884,0.89615,0.89498,0.8989,0.90227,0.90394,0.90547,0.90504,0.90517,0.90488,0.90465,0.9046,0.90427,0.90395,0.90373,0.90347,0.90332,0.90323,0.90312
0.34146,0.34502,0.35024,0.35475,0.35097,0.34734,0.34683,0.34566,0.34903,0.35314,0.35392,0.35424,0.35449,0.35485,0.3565,0.35747,0.36018,0.36008,0.36141,0.36319,0.36308,0.36315,0.36331,0.36316
0.030015,0.032924,0.036828,0.0374,0.040845,0.043799,0.046772,0.051478,0.052377,0.052314,0.047956,0.050936,0.052163,0.053216,0.051169,0.051169,0.051928,0.051197,0.050749,0.050096,0.048667,0.044954,0.046729,0.046621
0.098176,0.097555,0.107,0.12345,0.13721,0.13898,0.13073,0.12754,0.1253,0.12332,0.11896,0.11568,0.11345,0.11339,0.11131,0.11166,0.10897,0.10623,0.10348,0.10093,0.11265,0.12988,0.1415,0.15604
0.87155,-0.86035,-0.85735,-0.85661,-0.83191,-0.798,-0.77552,-0.75277,0.81039,0.82769,0.84602,0.86104,0.874,0.87384,0.87748,0.88054,0.88518,0.88587,0.88664,0.88848,0.89084,0.8941,0.89435,0.89455
-0.36038,-0.31144,-0.30683,-0.28486,-0.46546,-0.46666,-0.49455,-0.5138,-0.37847,-0.37087,-0.30867,-0.28576,-0.26296,-0.24722,-0.24112,-0.23927,-0.24847,-0.26884,-0.28748,-0.29826,-0.30651,-0.31705,-0.32469,-0.33085
3.9133e-05,-2.4829e-05,-2.0586e-05,-1.4829e-05,-0.0013482,-0.0016981,-0.0011208,-0.00085199,0.00048971,0.00042817,0.00027828,0.00021412,0.00014844,0.00010835,7.5905e-05,5.4749e-05,3.4489e-05,2.8358e-05,1.6917e-05,-0.0001023,0.016537,0.02068,0.025619,0.021723
0.039826,0.081264,0.11195,0.14088,0.18908,0.17151,0.12351,0.023993,0.065349,0.092003,0.098619,0.10497,0.13724,0.16785,0.41008,0.62201,0.28275,0.30558,0.17992,0.15047,0.10128,0.076294,0.065712,0.037064
0.92248,0.92197,0.92112,0.92128,0.92187,0.92121,0.92127,0.92119,0.9207,0.91987,0.91979,0.91892,0.91835,0.91805,0.91808,0.91803,0.9181,0.91813,0.91818,0.91826,0.91836,0.91859,0.91874,0.91901
0.26894,0.26773,0.26583,0.2634,0.25218,0.23329,0.22842,0.21961,0.22459,0.23266,0.2399,0.24529,0.2493,0.25,0.25727,0.25682,0.26143,0.26403,0.27031,0.27038,0.2726,0.27515,0.27628,0.27547
0.077986,0.073057,0.07663,0.077641,0.075256,0.07403,0.07326,0.072665,0.069351,0.066886,0.067455,0.067268,0.06542,0.06587,0.065848,0.065775,0.062751,0.063981,0.064845,0.062881,0.06328,0.064472,0.06677,0.068166
0.022945,-0.0077045,-0.045662,-0.062646,-0.10283,-0.14388,-0.16397,-0.17537,-0.1426,-0.096078,-0.070762,-0.051608,-0.041465,-0.03295,-0.023388,-0.023083,-0.015617,-0.004891,-0.0027476,0.00030184,0.0029514,0.0045266,0.0038328,0.004737
0.92528,0.92547,0.92571,0.92572,0.92867,0.93284,0.93803,0.94363,0.94347,0.94135,0.94046,0.93878,0.93852,0.93726,0.93554,0.93705,0.93454,0.93467,0.93308,0.93208,0.93083,0.93059,0.92968,0.92907
-0.34902,-0.34953,-0.35245,-0.35598,-0.35253,-0.34911,-0.34844,-0.34792,-0.3505,-0.34961,-0.35432,-0.36012,-0.35993,-0.3594,-0.35749,-0.35642,-0.35618,-0.3561,-0.35265,-0.35056,-0.34885,-0.34932,-0.3461,-0.34401
-0.03713,-0.037246,-0.038846,-0.041557,-0.043858,-0.045386,-0.046324,-0.046645,-0.046605,-0.046476,-0.045592,-0.045865,-0.045357,-0.044739,-0.044323,-0.044037,-0.043959,-0.043989,-0.043834,-0.043635,-0.043467,-0.043046,-0.042356,-0.042124
0.012048,-0.020674,-0.057899,-0.074188,-0.11458,-0.15575,-0.17534,-0.1861,-0.15371,-0.10784,-0.082892,-0.06406,-0.045315,-0.042174,-0.040765,-0.038031,-0.033736,-0.030951,-0.028058,-0.02579,-0.024646,-0.022984,-0.02084,-0.020637
