0.99474,0.99595,0.99725,0.99812,0.99869,0.99905,0.99931,0.99946,0.99968,0.9997,0.99977,0.9998,0.99987,0.99987,0.9999,0.99989,0.99992,0.99992,0.99991,0.9999,0.99987,0.99984,0.99981,0.99982,0.9998,0.99979,0.99979,0.9998,0.99981,0.99981,0.9998,0.99975,0.99963,0.99966,0.99932,0.9993,0.99893,0.99891,0.99877,0.99869
-0.021908,-0.016458,-0.014058,-0.0056472,-0.0090615,-0.010307,-0.0077704,-0.0081889,-0.0076612,-0.0065227,-0.0061811,-0.0064796,-0.0099546,-0.0090711,-0.01224,-0.012927,-0.015187,-0.017929,-0.01999,-0.019386,-0.021398,-0.022365,-0.02598,-0.027105,-0.024978,-0.025478,-0.025711,-0.025465,-0.02182,-0.018096,-0.015258,-0.01453,-0.014032,-0.014202,-0.014348,-0.013901,-0.013244,-0.013173,-0.012692,-0.012677
-0.0011517,-0.00067106,-0.00036635,-4.0069e-05,0.00014396,0.00022255,0.00030466,0.00036208,0.00040253,0.00040889,0.00040708,0.00042813,0.00024723,0.00030706,0.00016999,2.7003e-05,0.00037996,0.00046119,0.00042274,0.00038264,0.00031868,0.00024767,0.00043708,0.00054475,0.00070871,0.00092077,0.0011275,0.001276,0.0013732,0.0014575,0.0015615,0.001565,0.0015655,0.00159,0.0015858,0.0016052,0.00161,0.001635,0.0016436,0.0016618
0.0036493,0.0033758,0.0031051,0.0029942,0.0029656,0.0030412,0.0031532,0.0032802,0.0034733,0.0036179,0.0038194,0.0039568,0.0039542,0.0040041,0.0039533,0.0037374,0.0025618,0.0013264,0.0002251,0.0002494,5.6783e-05,-5.3914e-05,-0.0002086,-0.00022015,-0.00039176,-0.00037402,-0.00055589,-0.0007098,-0.00080295,-0.00085556,-0.00090102,-0.00089304,-0.00081868,-0.00070032,-0.00063486,-0.0005202,-0.00021853,0.00014879,0.00041279,0.000359
-0.040895,-0.040828,-0.040694,-0.041881,-0.041627,-0.041918,-0.042902,-0.044158,-0.046569,-0.048806,-0.050321,-0.055654,-0.054935,-0.054961,-0.054171,-0.052749,-0.04446,-0.034778,-0.02818,-0.025326,-0.023627,-0.020336,-0.021507,-0.02249,-0.023926,-0.020821,-0.021855,-0.022939,-0.022539,-0.023145,-0.02829,-0.027433,-0.032697,-0.029241,-0.030456,-0.032092,-0.033628,-0.036598,-0.043553,-0.043606
-0.025972,-0.025286,-0.024325,-0.023329,-0.022011,-0.018556,-0.019023,-0.018333,-0.01567,-0.016273,-0.015501,-0.015273,-0.014869,-0.014413,-0.013888,-0.013415,-0.011123,-0.0081434,-0.0064052,-0.0064444,-0.0056963,-0.0049931,-0.0044803,-0.0038466,-0.0042031,-0.003634,-0.0034856,-0.003583,-0.0044581,-0.0060594,-0.0061678,-0.0092143,-0.011496,-0.0096947,-0.011295,-0.012548,-0.015031,-0.014191,-0.013436,-0.014358
-0.0054288,-0.0053503,-0.0053607,-0.005407,-0.0053358,-0.0053303,-0.0053213,-0.0053047,-0.0053076,-0.0053011,-0.0052857,-0.0052879,-0.0052972,-0.0053048,-0.0053239,-0.0053565,-0.0057614,-0.0060377,-0.0069083,-0.0067962,-0.0068219,-0.0068852,-0.0069686,-0.0070367,-0.007056,-0.0070444,-0.0070201,-0.006941,-0.0068554,-0.00678,-0.0066744,-0.0065973,-0.0064579,-0.0062742,-0.0059972,-0.0057987,-0.0054476,-0.0054297,-0.0054149,-0.0057743
-0.0031862,-0.0032552,-0.003248,-0.0032863,-0.0033801,-0.003565,-0.0036011,-0.0036989,-0.0037904,-0.003977,-0.0041501,-0.0042575,-0.004376,-0.0046171,-0.0048575,-0.0049659,-0.0050083,-0.0049969,-0.0049345,-0.0048976,-0.0047756,-0.004769,-0.0048077,-0.0045171,-0.0045032,-0.0043957,-0.0044286,-0.0043585,-0.0043199,-0.0043172,-0.0043073,-0.0043053,-0.0043288,-0.004353,-0.0044052,-0.0044582,-0.0044734,-0.0044657,-0.0038417,-0.0021177
-0.041861,-0.041272,-0.041476,-0.042337,-0.041864,-0.041269,-0.042358,-0.042641,-0.043913,-0.045221,-0.045993,-0.046675,-0.047249,-0.04695,-0.046275,-0.045628,-0.038643,-0.030091,-0.023248,-0.024378,-0.023987,-0.024054,-0.02204,-0.020542,-0.020011,-0.019499,-0.019918,-0.021052,-0.024149,-0.025026,-0.028127,-0.030254,-0.033032,-0.033241,-0.035147,-0.039007,-0.04175,-0.0437,-0.044547,-0.047652
0.1531,0.14285,0.12546,0.10227,0.075564,0.052322,0.03983,0.033731,0.026369,0.021749,0.015488,0.01341,0.0014746,-0.017095,-0.044138,-0.083085,-0.11664,-0.14598,-0.17775,-0.20303,-0.23888,-0.23995,-0.25272,-0.25293,-0.25398,-0.24977,-0.23591,-0.21593,-0.17789,-0.12349,-0.093864,-0.064662,-0.034877,0.0015585,0.047493,0.090919,0.12487,0.15499,0.17583,0.18038
