0,0,0,0.047982,0.055379,0.05958,0.064445,0.067307,0.071895,0.072402,0.073356,0.073803,0.075718,0.077156,0.077951,0.078868,0.078664,0.078486,0.078384,0.078326,0.078457,0.078629,0.078705,0.078655,0.078718,0.079142,0.079687,0.078406,0.073053,0.066713,0.061897,0.057198,0.052673,0.046772,0.046135,0.044454,0.038312,0.040288,0.037288,0.036317,0.039319,0.040766,0.042072,0.044649,0.047423,0.051434,0.051537,0.052713,0.053287,0.054245,0.053931,0.05365,0.054702,0.054556,0.055466,0.055776,0.056618,0.056586,0.057722,0.059221,0.059298,0.059755,0.059804,0.060061,0.060102,0.060315,0.060554,0.060747,0.060901
0,0,0,0.0038108,0.0040113,0.0053582,0.0057031,0.0058841,0.0058915,0.0058383,0.0025534,0.0015652,0.00079845,0.00052903,-0.00064841,-0.0026432,-0.0022869,-0.0026614,-0.0025532,-0.002956,-0.0033678,-0.0033186,-0.0033035,-0.0031555,-0.003074,-0.0030706,-0.0034752,-0.0043734,-0.0080552,-0.01294,-0.014474,-0.016714,-0.018968,-0.021714,-0.023572,-0.024361,-0.022622,-0.020447,-0.017267,-0.012713,-0.0092403,-0.0049283,-0.004324,-0.0016043,0.00067883,0.00036951,0.0011992,0.0014284,0.0015412,0.0014715,0.001469,0.00085321,0.00028455,-0.0007779,-0.0011305,-0.0015978,-0.0020167,-0.0023767,-0.0026969,-0.0031273,-0.0033654,-0.0037862,-0.00405,-0.0042819,-0.0045037,-0.0046519,-0.0047574,-0.0048538,-0.0051638
0,0,0,-0.0035883,-0.0013454,-0.00090968,-0.00054105,-0.00035605,-0.00017152,-0.00036844,-0.00093122,-0.0013333,-0.0014049,-0.001295,-0.0012468,-0.0012401,-0.0011733,-0.0012316,-0.0012253,-0.0013155,-0.0014242,-0.0015104,-0.0015286,-0.0015932,-0.0017324,-0.0017202,-0.0017042,-0.0012528,-0.00016906,-0.00051384,-0.00070896,-0.00088769,0.00022768,0.00044232,0.00084359,0.00096077,0.001217,0.0013609,0.00088878,-0.00040991,-0.0010845,-0.0020612,-0.0021468,-0.0024036,-0.0024053,-0.0028695,-0.0032125,-0.0034583,-0.0039015,-0.0039181,-0.0041178,-0.0040365,-0.0038309,-0.0037955,-0.0034767,-0.0031368,-0.0028484,-0.002385,-0.0024439,-0.0022236,-0.0021205,-0.0019298,-0.001826,-0.0017247,-0.0016596,-0.0016092,-0.0015929,-0.0015397,-0.0015113
0,0,0,-0.014755,-0.014678,-0.015177,-0.014742,-0.014183,-0.013308,-0.012092,-0.0072388,-0.0045861,-0.0019815,0.00029132,0.00010806,0.0027868,0.0045425,0.0059579,0.0070517,0.0092014,0.01078,0.011007,0.011353,0.011449,0.011253,0.011048,0.01094,0.012937,0.012192,0.015082,0.023295,0.027797,0.030436,0.035492,0.036336,0.035258,0.033803,0.031938,0.027267,0.02631,0.018694,0.010266,0.0028607,-0.0024742,-0.0085869,-0.01528,-0.015621,-0.017653,-0.020631,-0.028373,-0.027025,-0.028765,-0.029766,-0.030745,-0.031005,-0.03126,-0.031342,-0.031526,-0.031616,-0.031349,-0.031255,-0.031242,-0.031157,-0.03103,-0.030912,-0.030634,-0.030591,-0.030355,-0.030252
0,0,0,0.90134,0.90175,0.9022,0.90225,0.90223,0.90222,0.9022,0.9028,0.90473,0.90471,0.90489,0.90497,0.90502,0.90507,0.90508,0.90507,0.90507,0.90508,0.90512,0.90515,0.90532,0.90547,0.90561,0.90557,0.90517,0.90484,0.90457,0.90462,0.90472,0.90489,0.90552,0.90562,0.90646,0.90727,0.90771,0.90786,0.9078,0.90774,0.90773,0.90765,0.90758,0.90752,0.90751,0.90751,0.9075,0.9075,0.9075,0.90749,0.90748,0.90745,0.90742,0.90735,0.90733,0.90734,0.90729,0.90726,0.90725,0.9072,0.90716,0.90715,0.90711,0.90707,0.90702,0.90691,0.9068,0.90679
0,0,0,0.35361,0.34533,0.34536,0.34532,0.34525,0.34514,0.34525,0.34472,0.34282,0.34384,0.34216,0.34247,0.34214,0.34215,0.34205,0.34137,0.341,0.34025,0.33915,0.33311,0.33295,0.3303,0.32559,0.32868,0.33016,0.33373,0.33519,0.33724,0.33919,0.33994,0.34017,0.33963,0.33785,0.33508,0.33231,0.3309,0.32979,0.3298,0.3297,0.32961,0.32967,0.32939,0.32924,0.32893,0.32857,0.32802,0.32711,0.3275,0.32718,0.32749,0.32793,0.32827,0.32904,0.32894,0.32966,0.33003,0.33001,0.32994,0.32995,0.32981,0.32959,0.32955,0.32931,0.32904,0.32904,0.32909
0,0,0,0.060689,0.062981,0.064172,0.062073,0.062306,0.061315,0.060933,0.060061,0.060398,0.060001,0.05997,0.059954,0.06004,0.06014,0.060189,0.060668,0.061569,0.063072,0.065049,0.064885,0.068584,0.070104,0.075787,0.075552,0.073208,0.068775,0.064425,0.057862,0.052536,0.045458,0.036824,0.031463,0.031374,0.029059,0.027572,0.027551,0.028411,0.029489,0.032536,0.043689,0.054419,0.058514,0.057078,0.061235,0.062699,0.06656,0.069981,0.072284,0.074649,0.076558,0.077432,0.077151,0.077407,0.077136,0.077117,0.076864,0.073954,0.070635,0.068005,0.065216,0.063889,0.062673,0.061445,0.062096,0.062016,0.062261
0,0,0,-0.15455,-0.15835,-0.12547,-0.076209,-0.048666,-0.028179,-0.0062315,-0.00016713,-0.00012732,0.0023838,0.0042838,0.0048664,0.0083814,0.010069,0.011457,0.011397,0.011389,0.010978,0.0086701,0.008919,-0.012579,-0.031692,-0.025274,-0.0069676,-0.0050792,0.00066726,0.011077,0.030926,0.04776,0.056227,0.053257,0.053405,0.053151,0.053043,0.051159,0.052837,0.056303,0.058421,0.053685,0.048674,0.033091,0.016459,-0.0038397,-0.0092207,-0.017137,-0.015215,-0.017054,-0.023769,-0.036292,-0.035082,-0.038498,-0.053165,-0.057126,-0.074628,-0.077684,-0.086659,-0.071206,-0.048434,-0.03021,-0.0085646,0.020968,0.022972,0.020579,0.024129,0.025689,0.028364
0,0,0,0.8974,0.89666,0.89312,0.8891,0.88571,0.88397,0.88307,0.88983,0.89814,0.90133,0.90104,0.902,0.90291,0.90258,0.90207,0.90153,0.90219,0.90212,0.90194,0.9018,0.90108,0.90024,0.90008,0.89964,0.89987,0.90349,0.90735,0.9103,0.91295,0.91543,0.91653,0.91725,0.91689,0.91597,0.91423,0.91293,0.91095,0.90895,0.90795,0.90631,0.90529,0.90497,0.90513,0.90538,0.90501,0.90499,0.90502,0.90503,0.90503,0.90504,0.90506,0.90507,0.90509,0.9051,0.90511,0.90513,0.90517,0.90523,0.90531,0.9054,0.90541,0.9054,0.90546,0.90547,0.90552,0.90552
0,0,0,-0.26931,-0.25067,-0.29324,-0.29574,-0.30818,-0.31739,-0.32445,-0.26365,-0.23572,-0.21168,-0.1879,-0.16642,-0.14607,-0.13051,-0.12025,-0.11231,-0.11276,-0.11235,-0.11143,-0.1092,-0.10296,-0.090434,-0.060333,0.014268,0.021249,-0.0058487,-0.039403,-0.11002,-0.12947,-0.17198,-0.19682,-0.22117,-0.24059,-0.25651,-0.27188,-0.27553,-0.28325,-0.28862,-0.29301,-0.29658,-0.30077,-0.30812,-0.31528,-0.32084,-0.32868,-0.33163,-0.33063,-0.33245,-0.33167,-0.3288,-0.32445,-0.32425,-0.32409,-0.32439,-0.32432,-0.32496,-0.32586,-0.3267,-0.32682,-0.32732,-0.32791,-0.32857,-0.32892,-0.32969,-0.32949,-0.32998
