-0.013381,-0.0065251,-0.0012347,0.0014625,0.0030409,0.00379,0.0032664,0.0027975,0.00064443,0.00045243,-0.0020108,-0.0046159,-0.0084579,-0.014123,-0.013295,-0.017016,-0.016771,-0.010611,-0.0069344,0.0017551,0.01782,0.039066,0.067621,0.075484,0.076058
0.95993,0.95977,0.95957,0.95945,0.9587,0.95865,0.95844,0.95792,0.958,0.95783,0.95768,0.95751,0.95753,0.95757,0.95766,0.95766,0.95771,0.95743,0.9569,0.95691,0.9567,0.95697,0.9573,0.9594,0.96039
0.93888,0.93719,0.93743,0.93658,0.93614,0.93515,0.9351,0.93469,0.93439,0.93418,0.93401,0.9338,0.93385,0.93385,0.93378,0.93378,0.93377,0.93365,0.93348,0.93342,0.93331,0.93311,0.93318,0.93536,0.93544
0.99773,0.99743,0.99599,0.99584,0.9944,0.99393,0.99377,0.99344,0.99259,0.99251,0.99222,0.99178,0.99135,0.99087,0.99022,0.98974,0.9898,0.98974,0.99031,0.99112,0.99255,0.99444,0.99612,0.9973,0.99818
0.42552,0.42821,0.42753,0.42821,0.42805,0.42784,0.42751,0.42708,0.42706,0.42641,0.42649,0.42667,0.42709,0.4277,0.4284,0.4286,0.42824,0.42827,0.4301,0.43161,0.43128,0.43072,0.43033,0.42964,0.42821
0.93626,0.93408,0.93502,0.93451,0.93485,0.93566,0.9357,0.93604,0.93747,0.93805,0.93741,0.93725,0.93783,0.93781,0.93786,0.93949,0.93873,0.93689,0.93578,0.93373,0.93272,0.93185,0.93117,0.93056,0.92989
0.99487,0.99511,0.99508,0.9951,0.99522,0.99519,0.99514,0.9952,0.99524,0.99532,0.99537,0.99551,0.99566,0.99562,0.99572,0.99574,0.99578,0.99588,0.996,0.99604,0.99593,0.99534,0.9948,0.99462,0.99415
0.98109,0.98053,0.98039,0.981,0.98442,0.98734,0.98886,0.98981,0.99277,0.99525,0.99409,0.99312,0.99415,0.99627,0.99629,0.99672,0.99767,0.99834,0.99853,0.99874,0.99862,0.99936,0.99928,0.99969,0.99862
-0.44469,-0.44935,-0.44421,-0.44206,-0.44346,-0.43868,-0.43749,-0.43651,-0.43702,-0.43598,-0.43552,-0.43523,-0.43538,-0.43544,-0.43519,-0.43505,-0.43545,-0.43566,-0.43566,-0.43304,-0.42862,-0.42115,-0.41167,-0.4117,-0.4092
0.85248,0.84267,0.84575,0.85943,0.86903,0.87049,0.87195,0.87174,0.87029,0.86539,0.86298,0.86113,0.85803,0.85278,0.84859,0.86321,0.87732,0.88481,0.88144,0.89113,0.87357,0.89462,0.90138,0.91649,0.92159
-0.59723,-0.55591,-0.52336,-0.52157,0.54018,0.55368,0.55485,0.5584,0.56006,0.56277,0.56349,0.56759,0.58629,0.65704,0.72976,0.84594,0.88639,0.95764,0.95772,0.96148,0.96761,0.9716,0.97398,0.97336,0.97306
0.99145,0.96776,0.98351,0.98847,0.99672,0.99877,0.9995,0.99926,0.99896,0.99838,0.9978,0.99648,0.99571,0.99488,0.99375,0.99591,0.99975,0.99985,0.99805,0.99645,0.99519,0.99574,0.99735,0.99691,0.9937
0.38525,0.38541,0.38624,0.38906,0.38906,0.38973,0.38963,0.38942,0.38931,0.38936,0.38932,0.38918,0.38918,0.38895,0.38882,0.38897,0.38884,0.3888,0.38871,0.38866,0.38858,0.38852,0.38844,0.38842,0.38834
0.9496,0.94927,0.94897,0.94877,0.94853,0.94864,0.94839,0.9484,0.94845,0.94851,0.94839,0.94812,0.94822,0.94787,0.94758,0.94744,0.94749,0.94863,0.94998,0.95075,0.9512,0.95233,0.95324,0.95377,0.95409
0.99884,0.99884,0.99872,0.99852,0.99851,0.9984,0.99834,0.99828,0.9983,0.9983,0.99829,0.99826,0.99822,0.99819,0.99819,0.99817,0.99813,0.99808,0.998,0.99797,0.99801,0.99811,0.99827,0.99854,0.99886
0.86783,0.93731,0.91794,0.90177,0.94878,0.93228,0.91605,0.90867,0.89768,0.89335,0.88851,0.88596,0.88459,0.88243,0.88107,0.88021,0.87919,0.87649,0.87241,0.87225,0.87044,0.86842,0.86728,0.86685,0.8665
-0.37933,-0.37909,-0.37806,-0.37665,-0.3758,-0.37557,-0.37575,-0.37577,-0.37599,-0.37619,-0.37668,-0.37724,-0.37769,-0.3777,-0.37787,-0.37809,-0.37817,-0.37819,-0.37837,-0.37857,-0.37851,-0.37845,-0.3784,-0.37837,-0.37831
0.95009,0.95013,0.95024,0.9504,0.95055,0.95052,0.95052,0.95051,0.95047,0.9504,0.95031,0.95022,0.95012,0.9501,0.95006,0.95003,0.95002,0.94993,0.94981,0.9495,0.9493,0.94925,0.94925,0.94913,0.94906
0.99816,0.99838,0.9982,0.99817,0.9983,0.99827,0.99834,0.99833,0.99837,0.99837,0.99837,0.99837,0.9984,0.99846,0.99855,0.99862,0.9987,0.99881,0.9988,0.99883,0.99903,0.99905,0.99904,0.99909,0.99908
0.96578,0.9659,0.96608,0.96609,0.9662,0.96629,0.96645,0.96652,0.96731,0.96789,0.96832,0.96833,0.96866,0.96939,0.97005,0.97111,0.9707,0.97117,0.97162,0.97202,0.97258,0.97237,0.97219,0.97243,0.97241
